NC_038232.1	NC_038232.1
NC_029853.1	NC_029853.1
NC_029852.1	NC_029852.1
NC_029997.2	NC_029997.2
NC_029936.1	NC_029936.1
NC_037614.1	NC_037614.1
NC_037589.1	NC_037589.1
NC_037584.1	NC_037584.1
NC_030160.1	NC_030160.1
NC_030161.1	NC_030161.1
NC_030162.1	NC_030162.1
NC_030153.1	NC_030153.1
NC_030155.1	NC_030155.1
NC_030205.1	NC_030205.1
NC_018093.1	NC_018093.1
NC_030238.1	NC_030238.1
NC_023310.1	NC_023310.1
NC_027199.1	NC_027199.1
NC_027117.1	NC_027117.1
NC_027131.1	NC_027131.1
NC_027139.1	NC_027139.1
NC_027428.1	NC_027428.1
NC_027551.1	NC_027551.1
NC_027548.1	NC_027548.1
NC_027564.1	NC_027564.1
NC_027527.1	NC_027527.1
NC_027533.1	NC_027533.1
NC_027540.1	NC_027540.1
NC_027543.1	NC_027543.1
NC_027545.1	NC_027545.1
NC_027546.1	NC_027546.1
NC_027637.1	NC_027637.1
NC_027714.1	NC_027714.1
NC_027711.1	NC_027711.1
NC_027703.1	NC_027703.1
NC_027804.1	NC_027804.1
NC_027779.1	NC_027779.1
NC_027924.1	NC_027924.1
NC_027922.1	NC_027922.1
NC_028046.1	NC_028046.1
NC_028115.1	NC_028115.1
NC_028129.1	NC_028129.1
NC_028129.1	NC_001896.1
NC_028119.1	NC_028119.1
NC_028132.1	NC_028132.1
NC_028371.1	NC_028371.1
NC_028363.1	NC_028363.1
NC_028375.1	NC_028375.1
NC_028384.1	NC_028384.1
NC_028402.1	NC_028402.1
NC_028140.1	NC_028140.1
NC_028249.1	NC_028249.1
NC_028266.1	NC_028266.1
NC_028486.1	NC_028486.1
NC_028483.1	NC_028483.1
NC_028462.1	NC_028462.1
NC_037574.1	NC_037574.1
NC_029123.1	NC_029123.1
NC_029124.1	NC_029124.1
NC_028989.1	NC_028989.1
NC_029132.1	NC_029132.1
NC_029117.1	NC_029117.1
NC_029105.1	NC_029105.1
NC_029125.1	NC_029125.1
NC_029089.1	NC_029089.1
NC_029063.1	NC_029063.1
NC_029303.1	NC_029303.1
NC_029302.1	NC_029302.1
NC_023422.1	NC_023422.1
NC_033791.1	NC_033791.1
NC_033782.1	NC_033782.1
NC_033708.1	NC_033708.1
NC_033774.1	NC_033774.1
NC_033743.1	NC_033743.1
NC_033739.1	NC_033739.1
NC_033738.1	NC_033738.1
NC_018105.1	NC_018105.1
NC_033830.1	NC_033830.1
NC_018138.1	NC_018138.1
NC_018404.1	NC_018404.1
NC_018384.1	NC_018384.1
NC_034246.1	NC_034246.1
NC_034250.1	NC_034250.1
NC_034252.1	NC_034252.1
NC_034384.1	NC_034384.1
NC_023427.1	NC_023427.1
NC_030378.1	NC_030378.1
NC_023442.1	NC_023442.1
NC_030396.1	NC_030396.1
NC_030462.1	NC_030462.1
NC_030658.1	NC_030658.1
NC_030749.1	NC_030749.1
NC_030793.1	NC_030793.1
NC_030797.1	NC_030797.1
NC_030794.1	NC_030794.1
NC_030839.1	NC_030839.1
NC_030882.1	NC_030882.1
NC_031142.1	NC_031142.1
NC_031225.1	NC_031225.1
NC_031295.1	NC_031295.1
NC_031276.1	NC_031276.1
NC_031316.1	NC_031316.1
NC_031314.1	NC_031314.1
NC_031326.1	NC_031326.1
NC_031462.1	NC_031462.1
NC_031758.1	NC_031758.1
NC_031765.1	NC_031765.1
NC_031761.1	NC_031761.1
NC_033737.1	NC_033737.1
NC_032006.1	NC_032006.1
NC_032120.1	NC_032120.1
NC_032150.2	NC_032150.2
NC_032130.1	NC_032130.1
NC_032140.1	NC_032140.1
NC_032142.1	NC_032142.1
NC_023485.1	NC_023485.1
NC_023488.1	NC_023488.1
NC_023489.1	NC_023489.1
NC_023493.1	NC_023493.1
NC_032125.1	NC_032125.1
NC_032726.1	NC_032726.1
NC_032180.1	NC_032180.1
NC_032263.1	NC_032263.1
NC_032256.1	NC_032256.1
NC_032257.1	NC_032257.1
NC_032276.1	NC_032276.1
NC_032279.1	NC_032279.1
NC_032280.1	NC_032280.1
NC_032232.1	NC_032232.1
NC_032237.1	NC_032237.1
NC_032181.1	NC_032181.1
NC_032404.1	NC_032404.1
NC_032520.1	NC_032520.1
NC_032490.1	NC_032490.1
NC_032407.1	NC_032407.1
NC_032449.1	NC_032449.1
NC_032455.1	NC_032455.1
NC_032460.1	NC_032460.1
NC_032512.1	NC_032512.1
NC_032529.1	NC_032529.1
NC_032625.1	NC_032625.1
NC_032635.1	NC_032635.1
NC_032568.1	NC_032568.1
NC_032647.1	NC_032647.1
NC_032645.1	NC_032645.1
NC_033219.1	NC_033219.1
NC_033256.1	NC_033256.1
NC_032743.1	NC_032743.1
NC_033278.1	NC_033278.1
NC_033088.1	NC_033088.1
NC_033240.1	NC_033240.1
NC_033012.1	NC_033012.1
NC_033115.1	NC_033115.1
NC_032851.1	NC_032851.1
NC_032876.1	NC_032876.1
NC_032809.1	NC_032809.1
NC_033262.1	NC_033262.1
NC_033185.1	NC_033185.1
NC_032805.1	NC_032805.1
NC_032903.1	NC_032903.1
NC_033202.1	NC_033202.1
NC_032737.1	NC_032737.1
NC_033052.1	NC_033052.1
NC_032887.1	NC_032887.1
NC_032916.1	NC_032916.1
NC_033025.1	NC_033025.1
NC_033494.1	NC_033494.1
NC_033468.1	NC_033468.1
NC_033482.1	NC_033482.1
NC_033487.1	NC_033487.1
NC_033554.1	NC_033554.1
NC_036607.1	NC_036607.1
NC_036603.1	NC_036603.1
NC_036585.1	NC_036585.1
NC_036604.1	NC_036604.1
NC_036597.1	NC_036597.1
NC_036599.1	NC_036599.1
NC_018505.1	NC_018505.1
NC_036619.1	NC_036619.1
NC_018519.1	NC_018519.1
NC_036803.1	NC_036803.1
NC_036877.1	NC_036877.1
NC_037056.1	NC_037056.1
NC_037053.1	NC_037053.1
NC_037059.1	NC_037059.1
NC_037061.1	NC_037061.1
NC_018616.1	NC_018616.1
NC_034556.1	NC_034556.1
NC_034394.1	NC_034394.1
NC_034407.1	NC_034407.1
NC_034483.1	NC_034483.1
NC_034567.1	NC_034567.1
NC_034633.1	NC_034633.1
NC_015298.1	NC_015298.1
NC_034972.1	NC_034972.1
NC_034978.1	NC_034978.1
NC_034970.1	NC_034970.1
NC_035185.1	NC_035185.1
NC_035210.1	NC_035210.1
NC_035196.1	NC_035196.1
NC_035194.1	NC_035194.1
NC_035201.1	NC_035201.1
NC_035220.1	NC_035220.1
NC_035208.1	NC_035208.1
NC_023635.1	NC_023635.1
NC_035674.1	NC_035674.1
NC_035676.1	NC_035676.1
NC_035488.1	NC_035488.1
NC_035472.1	NC_035472.1
NC_023761.1	NC_023761.1
NC_036390.1	NC_036390.1
NC_018711.1	NC_018711.1
NC_018718.1	NC_018718.1
NC_018858.1	NC_018858.1
NC_023821.1	NC_023821.1
NC_023822.1	NC_023822.1
NC_023844.1	NC_023844.1
NC_023845.1	NC_023845.1
NC_023868.1	NC_023868.1
NC_023886.1	NC_023886.1
NC_023887.1	NC_023887.1
NC_023891.1	NC_023891.1
NC_023893.1	NC_023893.1
NC_037655.1	NC_037655.1
NC_024013.1	NC_024013.1
NC_024017.1	NC_024017.1
NC_024078.1	NC_024078.1
NC_024077.1	NC_024077.1
NC_019493.1	NC_019493.1
NC_019494.1	NC_019494.1
NC_019568.1	NC_019568.1
NC_024111.1	NC_024111.1
NC_024114.1	NC_024114.1
NC_034163.1	NC_034163.1
NC_034171.1	NC_034171.1
NC_034172.1	NC_034172.1
NC_024151.1	NC_024151.1
NC_019844.1	NC_019844.1
NC_019944.1	NC_019944.1
NC_024301.1	NC_024301.1
NC_024298.1	NC_024298.1
NC_020103.1	NC_020103.1
NC_020252.1	NC_020252.1
NC_024444.1	NC_024444.1
NC_024445.1	NC_024445.1
NC_024445.1	NC_074954.1
NC_024443.1	NC_024443.1
NC_024443.1	NC_074953.1
NC_024453.2	NC_024453.2
NC_020446.1	NC_020446.1
NC_020443.1	NC_020443.1
NC_020445.1	NC_020445.1
NC_020470.1	NC_020470.1
NC_024482.1	NC_024482.1
NC_024492.1	NC_024492.1
NC_024503.1	NC_024503.1
NC_024508.1	NC_024508.1
NC_024505.1	NC_024505.1
NC_024498.1	NC_024498.1
NC_024685.1	NC_024685.1
NC_024696.1	NC_024696.1
NC_020881.1	NC_020881.1
NC_020999.1	NC_020999.1
NC_024766.1	NC_024766.1
NC_024776.1	NC_024776.1
NC_021098.1	NC_021098.1
NC_021244.1	NC_021244.1
NC_024807.1	NC_024807.1
NC_024890.1	NC_024890.1
NC_021562.1	NC_021562.1
NC_021568.1	NC_021568.1
NC_021541.1	NC_021541.1
NC_021547.1	NC_021547.1
NC_021551.1	NC_021551.1
NC_021635.1	NC_021635.1
NC_021706.1	NC_021706.1
NC_021735.1	NC_021735.1
NC_025266.1	NC_025266.1
NC_025340.1	NC_025340.1
NC_025373.1	NC_025373.1
NC_025376.1	NC_025376.1
NC_025382.1	NC_025382.1
NC_022365.1	NC_022365.1
NC_025432.1	NC_025432.1
NC_025478.1	NC_025478.1
NC_025482.1	NC_025482.1
NC_025485.1	NC_025485.1
NC_022517.1	NC_022517.1
NC_022518.1	NC_022518.1
NC_025682.1	NC_025682.1
NC_025683.1	NC_025683.1
NC_025716.1	NC_025716.1
NC_025715.1	NC_025715.1
NC_025802.1	NC_025802.1
NC_025831.1	NC_025831.1
NC_025832.1	NC_025832.1
NC_025843.1	NC_025843.1
NC_025850.1	NC_025850.1
NC_025898.1	NC_025898.1
NC_025896.1	NC_025896.1
NC_025959.1	NC_025959.1
NC_026020.2	NC_026020.2
NC_026140.1	NC_026140.1
NC_026187.1	NC_026187.1
NC_022556.1	NC_022556.1
NC_022559.1	NC_022559.1
NC_022561.1	NC_022561.1
NC_026241.1	NC_026241.1
NC_026238.1	NC_026238.1
NC_026240.1	NC_026240.1
NC_026270.1	NC_026270.1
NC_026272.1	NC_026272.1
NC_022597.1	NC_022597.1
NC_022617.1	NC_022617.1
NC_022623.1	NC_022623.1
NC_026472.1	NC_026472.1
NC_026514.1	NC_026514.1
NC_022802.1	NC_022802.1
NC_026615.1	NC_026615.1
NC_026631.1	NC_026631.1
NC_026626.1	NC_026626.1
NC_026648.1	NC_026648.1
NC_026642.1	NC_026642.1
NC_026637.1	NC_026637.1
NC_026650.1	NC_026650.1
NC_026633.1	NC_026633.1
NC_026628.1	NC_026628.1
NC_026662.1	NC_026662.1
NC_026770.1	NC_026770.1
NC_022897.1	NC_022897.1
NC_023016.1	NC_023016.1
NC_023020.1	NC_023020.1
NC_026820.2	NC_026820.2
NC_026819.1	NC_026819.1
NC_026809.1	NC_026809.1
NC_026810.1	NC_026810.1
NC_026808.1	NC_026808.1
NC_023034.1	NC_023034.1
NC_023040.1	NC_023040.1
NC_023040.1	NC_038011.1
NC_023043.1	NC_023043.1
NC_023041.1	NC_023041.1
NC_023153.1	NC_023153.1
NC_023157.1	NC_023157.1
NC_017859.1	NC_017859.1
NC_007923.1	NC_007923.1
NC_012869.1	NC_012869.1
NC_008017.1	NC_008017.1
NC_015396.1	NC_015396.1
NC_005990.1	NC_005990.1
NC_003624.1	NC_003624.1
NC_007591.1	NC_007591.1
NC_003570.1	NC_003570.1
NC_001408.1	NC_001408.1
NC_003382.1	NC_003382.1
NC_009944.1	NC_009944.1
NC_009945.1	NC_009945.1
NC_003620.1	NC_003620.1
NC_010744.1	NC_010744.1
NC_005238.1	NC_005238.1
NC_001355.1	NC_001355.1
NC_007163.1	NC_007163.1
NC_003093.1	NC_003093.1
NC_003092.2	NC_003092.2
NC_008737.1	NC_008737.1
NC_007922.1	NC_007922.1
NC_006272.1	NC_006272.1
NC_014967.1	NC_014967.1
NC_009247.1	NC_009247.1
NC_006655.1	NC_006655.1
NC_014665.1	NC_014665.1
NC_014071.1	NC_014071.1
NC_003652.1	NC_003652.1
NC_003653.1	NC_003653.1
NC_008018.1	NC_008018.1
NC_008020.1	NC_008020.1
NC_006659.1	NC_006659.1
NC_003654.1	NC_003654.1
NC_003658.1	NC_003658.1
NC_003830.1	NC_003830.1
NC_001500.1	NC_001500.1
NC_001506.1	NC_001506.1
NC_001506.1	NC_038858.1
NC_001885.3	NC_001885.3
NC_006955.1	NC_006955.1
NC_006631.1	NC_006631.1
NC_003831.1	NC_003831.1
NC_003770.1	NC_003770.1
NC_006022.1	NC_006022.1
NC_003876.1	NC_003876.1
NC_003883.1	NC_003883.1
NC_003381.1	NC_003381.1
NC_009889.1	NC_009889.1
NC_014716.1	NC_014716.1
NC_004201.1	NC_004201.1
NC_001442.1	NC_001442.1
NC_013262.1	NC_013262.1
NC_008894.1	NC_008894.1
NC_011591.1	NC_011591.1
NC_008912.1	NC_008912.1
NC_009424.5	NC_009424.5
NC_013076.1	NC_013076.1
NC_007211.1	NC_007211.1
NC_009539.1	NC_009539.1
NC_026431.1	NC_026431.1
NC_008375.1	NC_008375.1
NC_009010.1	NC_009010.1
NC_008586.1	NC_008586.1
NC_017830.1	NC_017830.1
NC_017826.1	NC_017826.1
NC_003463.1	NC_003463.1
NC_010251.1	NC_010251.1
NC_010256.1	NC_010256.1
NC_015655.1	NC_015655.1
NC_026434.1	NC_026434.1
NC_010247.1	NC_010247.1
NC_001414.1	NC_001414.1
NC_003012.1	NC_003012.1
NC_002323.1	NC_002323.1
NC_007724.1	NC_007724.1
NC_008874.1	NC_008874.1
NC_003971.1	NC_003971.1
NC_008903.1	NC_008903.1
NC_011502.2	NC_011502.2
NC_012639.1	NC_012639.1
NC_007290.1	NC_007290.1
NC_003498.1	NC_003498.1
NC_003554.1	NC_003554.1
NC_004581.1	NC_004581.1
NC_001341.1	NC_001341.1
NC_002027.1	NC_002027.1
NC_008176.1	NC_008176.1
NC_006934.1	NC_006934.1
